iso3c|year|fmratio
NLD|2011|83.3598093725179
NLD|2012|83.6479052052476
NLD|2013|83.6604167843226
NLD|2014|82.9198757499681
NLD|2015|83.8557412583424
NLD|2016|84.2490632133576
NLD|2017|84.7634287691376
NLD|2018|84.9377676851878
NLD|2019|85.601018991599
NLD|2020|86.3821255481191
NLD|2021|87.4363670449793
NLD|2022|87.7302900400006
NLD|2023|87.5666780161162
NCL|1991|82.9166901527535
NCL|1992|82.6979266168455
NCL|1993|82.4417220861043
NCL|1994|82.4416281246943
NCL|1995|82.8889261557382
NCL|1996|82.5648735939414
NCL|1997|82.4666666666667
NCL|1998|81.5857095490716
NCL|1999|81.3196513295818
NCL|2000|81.2569820844884
NCL|2001|81.226445048801
NCL|2002|81.3189398657532
NCL|2003|81.7927638442599
NCL|2004|82.1841170382388
NCL|2005|82.5366305507214
NCL|2006|83.2214575812274
NCL|2007|83.7051323869357
NCL|2008|83.5995164616369
NCL|2009|83.7515701724335
NCL|2010|84.6094198736358
NCL|2011|85.1021202381124
NCL|2012|85.187859185029
NCL|2013|85.293096464325
NCL|2014|85.3577901834264
NCL|2015|85.3374903954134
NCL|2016|85.2895077915423
NCL|2017|85.2969680188287
NCL|2018|85.4015975847538
NCL|2019|85.590996184005
NCL|2020|85.7921822317583
NCL|2021|86.4471807315833
NCL|2022|85.825065571901
NCL|2023|85.8654253068134
NZL|1991|73.4438430311231
NZL|1992|73.7434973170032
NZL|1993|73.6715536912293
NZL|1994|74.7386854179676
NZL|1995|75.2960056099469
NZL|1996|76.7624827141764
NZL|1997|76.7858104107229
NZL|1998|77.4131300365554
NZL|1999|78.0194190622745
NZL|2000|78.0104640891486
NZL|2001|78.9459422842433
NZL|2002|79.1356964606756
NZL|2003|80.3956127387844
NZL|2004|80.255033557047
NZL|2005|81.0081703919922
NZL|2006|81.1244342094814
NZL|2007|81.7226640553666
NZL|2008|82.5238715854988
NZL|2009|83.2147784966979
NZL|2010|83.3528296559235
NZL|2011|83.753133420019
NZL|2012|84.7411960627683
NZL|2013|85.064466500565
NZL|2014|85.2924161498204
NZL|2015|85.1935423214334
NZL|2016|85.5558643323144
NZL|2017|85.6467330250542
NZL|2018|86.2528355821302
NZL|2019|87.2448438576958
NZL|2020|86.4127337547877
NZL|2021|87.4593307763523
NZL|2022|88.1700164744646
NZL|2023|88.0201141189651
NIC|1991|38.4292105915546
NIC|1992|38.4500780400132
NIC|1993|38.3964945523449
NIC|1994|38.8078306601926
NIC|1995|39.5690651166669
NIC|1996|39.5772353885374
NIC|1997|39.5443221558147
NIC|1998|39.5300037098868
NIC|1999|40.5548523451744
NIC|2000|41.5950306512964
NIC|2001|42.6520457273373
NIC|2002|43.723292469352
NIC|2003|44.8093121197941
NIC|2004|45.9115367932381
NIC|2005|47.0273763365057
NIC|2006|48.1567851506372
NIC|2007|49.3010130587763
NIC|2008|50.4569453322916
NIC|2009|51.6279511436609
NIC|2010|52.8096173302386
NIC|2011|54.003437656664
NIC|2012|55.210927025474
NIC|2013|56.4274651522974
NIC|2014|57.6551624479179
NIC|2015|58.3112087275536
NIC|2016|58.9033974126466
NIC|2017|59.4495435061633
NIC|2018|58.7577384407042
NIC|2019|58.0038869641844
NIC|2020|57.8332034294622
NIC|2021|59.0519619019601
NIC|2022|59.6508691851996
NIC|2023|59.8653459591679
NER|1991|77.0502431118314
NER|1992|77.0748291711867
NER|1993|77.1418016545579
NER|1994|77.2341594090812
NER|1995|77.3440043102964
NER|1996|77.2843550848218
NER|1997|77.2546247994705
NER|1998|77.2323431750875
NER|1999|77.2031360409166
NER|2000|77.1696103167928
NER|2001|76.9893773016779
NER|2002|76.8554021575094
NER|2003|76.748523121936
NER|2004|76.6526459070167
NER|2005|76.5660011370857
NER|2006|76.3731434610892
NER|2007|76.2328500805421
NER|2008|76.1345097386383
NER|2009|76.0680537686882
NER|2010|76.0286046898387
NER|2011|75.9407157969361
NER|2012|74.9582581227437
NER|2013|74.050268389891
NER|2014|73.2382738326906
NER|2015|73.2795242141037
NER|2016|73.284082326284
NER|2017|73.3231005372218
NER|2018|73.3891074952438
NER|2019|73.4752779749231
NER|2020|73.4746521765092
NER|2021|73.7274220032841
NER|2022|73.695824978941
NER|2023|73.817625647653
NGA|1991|87.0897661089027
NGA|1992|87.2827730962744
NGA|1993|87.576976636237
NGA|1994|87.9499557611412
NGA|1995|88.3822017262331
NGA|1996|88.5256130280152
NGA|1997|88.7504883957177
NGA|1998|89.0293573957452
NGA|1999|89.3223400078524
NGA|2000|89.6053397981833
NGA|2001|89.5328896650462
NGA|2002|89.498104720112
NGA|2003|89.4851067845123
NGA|2004|89.4777398606677
NGA|2005|89.4747601824186
NGA|2006|89.2282100373497
NGA|2007|89.0527305492439
NGA|2008|88.9292423293676
NGA|2009|88.8374421223877
NGA|2010|88.7712825002736
